tim_1;tim_2;kondisi_team1_player1;kondisi_team1_player2;kondisi_team2_player1;kondisi_team2_player2;score
Dennis/Angga;Wawo/Wirawan;Pemulihan;Sakit;Cedera;Sehat;'1-2
David/Arya;Eka/Moel;Sakit;Cedera;Cedera;Sakit;'2-0
Eka/Moel;Wawo/Angga;Sakit;Sakit;Pemulihan;Sakit;'2-1
Moel/David;Wawo/Eka;Pemulihan;Sakit;Cedera;Cedera;'0-2
Moel/David;Dennis/Angga;Cedera;Sehat;Sakit;Sakit;'1-2
Wawo/Eka;David/Angga;Pemulihan;Sakit;Sehat;Pemulihan;'0-2
Moel/Eka;Wirawan/David;Pemulihan;Sehat;Sakit;Sakit;'1-2
Arya/Eka;David/Dennis;Cedera;Sehat;Pemulihan;Pemulihan;'2-0
Wirawan/Arya;Angga/Eka;Sehat;Cedera;Sehat;Cedera;'1-2
Dennis/Eka;Wawo/Wirawan;Sakit;Sakit;Cedera;Pemulihan;'2-1
Arya/Moel;Angga/Dennis;Cedera;Cedera;Sakit;Cedera;'2-1
Dennis/Wirawan;Arya/Wawo;Sehat;Sakit;Sehat;Pemulihan;'0-2
Arya/Wirawan;Dennis/Angga;Sakit;Cedera;Cedera;Cedera;'2-1
Moel/Eka;Wirawan/Dennis;Pemulihan;Sehat;Sakit;Sakit;'2-1
Wirawan/David;Eka/Arya;Sehat;Cedera;Sehat;Sehat;'2-1
David/Wawo;Eka/Wirawan;Cedera;Sakit;Cedera;Cedera;'2-1
David/Wawo;Wirawan/Dennis;Sehat;Pemulihan;Cedera;Pemulihan;'2-0
Eka/Moel;David/Angga;Sakit;Cedera;Pemulihan;Sehat;'0-2
David/Moel;Angga/Wirawan;Sakit;Sehat;Sakit;Cedera;'1-2
Wirawan/Eka;Dennis/David;Sehat;Pemulihan;Cedera;Cedera;'0-2
Moel/Wirawan;David/Wawo;Sehat;Cedera;Sehat;Sakit;'1-2
Wawo/Eka;Arya/Moel;Pemulihan;Sehat;Sehat;Pemulihan;'1-2
Angga/Arya;Wawo/Moel;Sehat;Sakit;Sehat;Pemulihan;'0-2
Eka/Arya;Wawo/Wirawan;Pemulihan;Sakit;Sehat;Sakit;'0-2
Wirawan/Angga;Dennis/Wawo;Cedera;Sehat;Sakit;Cedera;'0-2
Wirawan/Eka;Angga/Moel;Sakit;Sakit;Sakit;Sakit;'0-2
Moel/Arya;Angga/Wawo;Pemulihan;Pemulihan;Cedera;Sakit;'0-2
Moel/Dennis;Wawo/Arya;Cedera;Pemulihan;Sehat;Pemulihan;'0-2
Arya/Wawo;Eka/Dennis;Sehat;Cedera;Pemulihan;Sehat;'2-1
Wirawan/Wawo;Eka/Dennis;Cedera;Sakit;Sehat;Sehat;'1-2
Wawo/Moel;Dennis/Angga;Sakit;Cedera;Sehat;Cedera;'1-2
Eka/Wirawan;Arya/Dennis;Cedera;Cedera;Cedera;Sakit;'2-0
Moel/Wawo;Dennis/Wirawan;Sehat;Sehat;Pemulihan;Sakit;'1-2
Dennis/Wawo;Eka/David;Sehat;Sehat;Pemulihan;Sakit;'0-2
Wirawan/Angga;Arya/Wawo;Sehat;Pemulihan;Pemulihan;Sakit;'1-2
Moel/Angga;Wirawan/Wawo;Pemulihan;Sakit;Pemulihan;Sakit;'0-2
Wawo/Arya;Wirawan/Angga;Cedera;Pemulihan;Cedera;Pemulihan;'0-2
Angga/Wawo;Dennis/David;Cedera;Pemulihan;Pemulihan;Sakit;'2-1
Angga/Dennis;Wawo/Eka;Sehat;Cedera;Sakit;Pemulihan;'2-0
Moel/Eka;Wawo/Dennis;Sehat;Sakit;Pemulihan;Sehat;'2-0
Wirawan/Moel;Arya/Angga;Sehat;Cedera;Sehat;Sakit;'0-2
Angga/Arya;Wawo/Dennis;Sakit;Cedera;Cedera;Pemulihan;'0-2
Moel/Wirawan;Wawo/Arya;Cedera;Cedera;Sehat;Pemulihan;'1-2
Wirawan/Eka;Arya/Dennis;Sehat;Sakit;Cedera;Cedera;'2-0
Eka/Moel;David/Arya;Sehat;Pemulihan;Cedera;Pemulihan;'2-0
David/Arya;Dennis/Moel;Sakit;Sehat;Cedera;Sehat;'2-1
Arya/Eka;Dennis/Wawo;Sehat;Pemulihan;Pemulihan;Sehat;'1-2
David/Wirawan;Angga/Dennis;Sakit;Pemulihan;Sakit;Pemulihan;'2-1
David/Wawo;Wirawan/Angga;Sakit;Pemulihan;Cedera;Pemulihan;'1-2
Wirawan/Moel;Dennis/David;Sakit;Cedera;Sehat;Sehat;'0-2
Dennis/Angga;Arya/Wirawan;Sakit;Cedera;Pemulihan;Sehat;'1-2
Eka/Wawo;Arya/David;Sehat;Pemulihan;Pemulihan;Sakit;'2-1
Eka/Moel;David/Wawo;Cedera;Cedera;Sehat;Sakit;'2-1
Wirawan/Dennis;David/Arya;Sehat;Sakit;Sakit;Sehat;'0-2
Eka/Angga;David/Moel;Cedera;Cedera;Sakit;Cedera;'1-2
Wirawan/David;Dennis/Wawo;Cedera;Cedera;Sehat;Cedera;'2-1
David/Wirawan;Wawo/Angga;Sehat;Cedera;Pemulihan;Cedera;'0-2
Wirawan/Wawo;Angga/Moel;Sehat;Cedera;Sakit;Pemulihan;'2-0
Eka/David;Angga/Moel;Sakit;Pemulihan;Sakit;Cedera;'0-2
Moel/Dennis;Angga/Wawo;Sakit;Pemulihan;Sakit;Pemulihan;'2-0
Moel/Wawo;Dennis/David;Cedera;Sehat;Cedera;Pemulihan;'2-1
Dennis/Arya;David/Eka;Sehat;Sakit;Sakit;Cedera;'2-0
Wirawan/Arya;David/Dennis;Sakit;Pemulihan;Cedera;Sehat;'2-1
Eka/Angga;Wirawan/Arya;Sehat;Cedera;Sehat;Sehat;'2-1
Dennis/Eka;Wirawan/Arya;Sakit;Sakit;Sehat;Pemulihan;'1-2
Moel/Angga;David/Arya;Cedera;Sakit;Cedera;Sakit;'2-0
Wirawan/Angga;Eka/Moel;Sehat;Sakit;Sehat;Sakit;'1-2
Moel/Arya;Angga/Eka;Pemulihan;Pemulihan;Sakit;Cedera;'1-2
Wawo/Moel;Arya/Angga;Pemulihan;Pemulihan;Sakit;Sakit;'2-0
Angga/Wirawan;David/Dennis;Sakit;Sakit;Pemulihan;Sakit;'2-1
Arya/Dennis;David/Wirawan;Sakit;Sehat;Cedera;Pemulihan;'0-2
Arya/Moel;David/Dennis;Cedera;Cedera;Cedera;Sehat;'1-2
Eka/Angga;Arya/David;Cedera;Cedera;Sehat;Sehat;'1-2
Eka/Wawo;Arya/Wirawan;Sehat;Pemulihan;Sehat;Sehat;'0-2
Wirawan/David;Dennis/Wawo;Pemulihan;Cedera;Pemulihan;Sakit;'2-0
David/Arya;Eka/Wawo;Sakit;Cedera;Sakit;Sehat;'0-2
Wirawan/David;Wawo/Eka;Sakit;Sakit;Sakit;Sakit;'2-0
Wirawan/Moel;Wawo/Arya;Sakit;Cedera;Cedera;Sehat;'2-0
Arya/David;Dennis/Moel;Pemulihan;Sakit;Sehat;Sehat;'0-2
Eka/Wawo;David/Arya;Cedera;Sakit;Pemulihan;Cedera;'2-1
Wawo/Dennis;David/Moel;Sakit;Sehat;Pemulihan;Sakit;'0-2
Eka/Arya;David/Wirawan;Sehat;Sakit;Cedera;Sakit;'2-1
Wirawan/David;Angga/Moel;Sakit;Sakit;Sakit;Sehat;'2-0
Moel/David;Dennis/Angga;Sehat;Sakit;Pemulihan;Pemulihan;'1-2
Angga/Moel;Wawo/Dennis;Sakit;Sakit;Sakit;Cedera;'2-1
Arya/Angga;Wirawan/Eka;Sehat;Sakit;Cedera;Sakit;'1-2
Wawo/Eka;David/Moel;Sehat;Sehat;Cedera;Pemulihan;'2-1
Eka/Dennis;Arya/Angga;Pemulihan;Sehat;Cedera;Pemulihan;'2-0
David/Angga;Eka/Arya;Pemulihan;Pemulihan;Sehat;Sakit;'2-1
Eka/Angga;Arya/Wirawan;Sehat;Pemulihan;Pemulihan;Cedera;'0-2
David/Dennis;Wirawan/Arya;Sehat;Sehat;Pemulihan;Pemulihan;'1-2
Wawo/Arya;Wirawan/Eka;Sehat;Sakit;Sakit;Cedera;'2-1
David/Wawo;Arya/Moel;Sehat;Sehat;Sakit;Cedera;'1-2
David/Wirawan;Angga/Eka;Pemulihan;Sakit;Pemulihan;Sakit;'2-1
Wirawan/Wawo;Moel/David;Cedera;Cedera;Sakit;Cedera;'2-0
Angga/David;Wirawan/Dennis;Cedera;Sakit;Cedera;Sakit;'2-1
Dennis/Eka;Arya/Wirawan;Sakit;Cedera;Sakit;Sehat;'1-2
David/Moel;Wirawan/Angga;Sehat;Pemulihan;Cedera;Sakit;'2-1
Angga/Dennis;Wirawan/Wawo;Sehat;Cedera;Sakit;Sakit;'2-1
Eka/Wirawan;Dennis/David;Cedera;Sehat;Sakit;Pemulihan;'2-1
Wawo/Eka;Angga/David;Pemulihan;Sehat;Sehat;Cedera;'2-1
Eka/Wirawan;Dennis/Wawo;Sakit;Sakit;Cedera;Pemulihan;'2-0
David/Dennis;Arya/Angga;Sehat;Pemulihan;Pemulihan;Cedera;'2-0
Eka/Arya;David/Moel;Pemulihan;Sakit;Pemulihan;Sehat;'1-2
Moel/Dennis;Eka/Arya;Cedera;Sakit;Cedera;Sehat;'2-0
David/Wawo;Dennis/Arya;Sehat;Sehat;Pemulihan;Sakit;'0-2
David/Wawo;Eka/Arya;Sakit;Sehat;Pemulihan;Cedera;'2-1
Dennis/Eka;Angga/Wirawan;Sakit;Sehat;Pemulihan;Sehat;'2-1
David/Angga;Eka/Wawo;Pemulihan;Sehat;Sakit;Cedera;'2-0
Wawo/Wirawan;Angga/Eka;Sakit;Cedera;Sakit;Pemulihan;'1-2
Moel/Wawo;Angga/David;Cedera;Cedera;Sakit;Sakit;'2-0
Dennis/David;Wirawan/Wawo;Pemulihan;Cedera;Sehat;Pemulihan;'2-0
David/Angga;Wawo/Dennis;Sehat;Cedera;Sakit;Sehat;'2-0
Angga/David;Wirawan/Moel;Sehat;Sakit;Pemulihan;Pemulihan;'2-1
Dennis/Wirawan;Moel/Angga;Pemulihan;Pemulihan;Pemulihan;Sakit;'2-1
Eka/Moel;Wirawan/Arya;Pemulihan;Cedera;Sehat;Cedera;'2-1
Arya/Moel;Dennis/Wirawan;Sehat;Sakit;Sakit;Cedera;'0-2
Moel/Dennis;David/Angga;Pemulihan;Sakit;Sehat;Pemulihan;'0-2
Wirawan/Dennis;Angga/David;Pemulihan;Sakit;Pemulihan;Pemulihan;'0-2
Wawo/Arya;Angga/David;Sakit;Cedera;Sehat;Sakit;'2-1
Arya/Wawo;Wirawan/Eka;Sehat;Sehat;Sakit;Sehat;'0-2
Eka/Arya;Angga/Wirawan;Cedera;Sakit;Pemulihan;Sakit;'1-2
Dennis/Arya;Angga/Wirawan;Sakit;Cedera;Cedera;Cedera;'2-1
Angga/Dennis;Wirawan/Eka;Cedera;Pemulihan;Cedera;Cedera;'2-0
Angga/Moel;Wirawan/David;Sehat;Sehat;Sakit;Cedera;'2-1
Moel/Angga;Dennis/David;Pemulihan;Cedera;Pemulihan;Pemulihan;'1-2
Dennis/Angga;Eka/Arya;Sehat;Pemulihan;Sehat;Cedera;'1-2
Wawo/Wirawan;Moel/Arya;Pemulihan;Sehat;Sakit;Cedera;'0-2
David/Moel;Angga/Arya;Cedera;Pemulihan;Sakit;Sakit;'0-2
Wawo/Dennis;David/Wirawan;Cedera;Pemulihan;Sakit;Sakit;'2-0
Dennis/Arya;Eka/Moel;Sakit;Sehat;Sakit;Sakit;'2-0
Wirawan/Moel;Angga/David;Sakit;Sakit;Pemulihan;Cedera;'0-2
Moel/Wawo;Eka/Wirawan;Sehat;Sehat;Sehat;Cedera;'1-2
Dennis/Eka;Angga/Wirawan;Pemulihan;Cedera;Pemulihan;Sehat;'0-2
Dennis/Moel;Arya/David;Cedera;Sakit;Sehat;Sehat;'2-1
Dennis/Angga;Wirawan/Wawo;Sehat;Cedera;Cedera;Pemulihan;'0-2
Moel/Arya;Angga/Wawo;Cedera;Sehat;Cedera;Cedera;'2-1
Wirawan/Moel;David/Eka;Pemulihan;Sehat;Sehat;Sehat;'0-2
Moel/Angga;Dennis/Arya;Pemulihan;Cedera;Sehat;Sakit;'1-2
Wirawan/Eka;Dennis/Wawo;Sakit;Sakit;Cedera;Cedera;'2-0
Arya/Eka;Wirawan/Moel;Cedera;Pemulihan;Sehat;Sakit;'2-1
David/Wawo;Wirawan/Moel;Sehat;Sehat;Cedera;Cedera;'2-0
Moel/Arya;Wawo/Wirawan;Cedera;Pemulihan;Sehat;Cedera;'2-1
Wawo/Dennis;Moel/David;Sakit;Pemulihan;Cedera;Sakit;'2-0
David/Arya;Eka/Angga;Sakit;Sakit;Sakit;Cedera;'1-2
Moel/Wirawan;Arya/Eka;Cedera;Cedera;Sehat;Cedera;'0-2
Wirawan/Dennis;Moel/David;Cedera;Sakit;Sehat;Cedera;'2-1
Arya/Moel;Eka/Angga;Sehat;Sakit;Cedera;Sakit;'1-2
Wawo/Dennis;Eka/Moel;Cedera;Cedera;Pemulihan;Pemulihan;'0-2
David/Moel;Eka/Angga;Sakit;Pemulihan;Sakit;Sehat;'2-1
Wirawan/Moel;Arya/Angga;Sehat;Sakit;Sehat;Sehat;'2-0
Eka/Wawo;David/Wirawan;Sakit;Pemulihan;Cedera;Pemulihan;'2-1
Wirawan/Eka;Arya/Dennis;Sakit;Pemulihan;Sehat;Sehat;'1-2
David/Dennis;Arya/Moel;Sehat;Cedera;Sehat;Cedera;'0-2
Angga/David;Moel/Arya;Pemulihan;Sakit;Sakit;Sehat;'1-2
Arya/Dennis;Wirawan/Wawo;Sakit;Pemulihan;Sehat;Sakit;'0-2
Moel/Dennis;David/Arya;Cedera;Sakit;Cedera;Cedera;'2-1
Angga/David;Eka/Arya;Sehat;Sehat;Pemulihan;Sehat;'2-1
Arya/Angga;Dennis/David;Cedera;Sehat;Sakit;Pemulihan;'2-1
Arya/Wawo;Wirawan/David;Cedera;Sakit;Sakit;Cedera;'2-1
Wirawan/Arya;Moel/Dennis;Sakit;Cedera;Sakit;Cedera;'2-0
Eka/David;Arya/Wirawan;Cedera;Sehat;Sakit;Sakit;'2-0
Angga/Moel;Eka/Wirawan;Sehat;Pemulihan;Pemulihan;Cedera;'1-2
Wirawan/Arya;Dennis/Angga;Sakit;Sehat;Cedera;Pemulihan;'1-2
Arya/Dennis;Wawo/David;Pemulihan;Pemulihan;Pemulihan;Cedera;'0-2
Dennis/Eka;Angga/Arya;Sakit;Sehat;Sakit;Sehat;'2-1
Moel/Dennis;Wawo/Angga;Sehat;Sakit;Sakit;Cedera;'2-1
Wirawan/Arya;Moel/Dennis;Cedera;Sakit;Cedera;Sakit;'2-1
Arya/David;Moel/Wirawan;Sakit;Sakit;Sakit;Sakit;'2-0
David/Eka;Angga/Wirawan;Sakit;Pemulihan;Cedera;Pemulihan;'1-2
Angga/Arya;Wirawan/Wawo;Sehat;Cedera;Sakit;Pemulihan;'2-1
Dennis/Wirawan;David/Arya;Sehat;Cedera;Sakit;Sehat;'2-1
Wirawan/Arya;Dennis/Moel;Pemulihan;Cedera;Pemulihan;Sakit;'2-1
Wawo/Wirawan;Dennis/Arya;Pemulihan;Pemulihan;Cedera;Pemulihan;'0-2
Angga/Wawo;Wirawan/Dennis;Pemulihan;Sakit;Cedera;Sehat;'2-0
Eka/Dennis;Wirawan/Moel;Sakit;Cedera;Sakit;Sakit;'1-2
Wirawan/Angga;Dennis/David;Cedera;Sakit;Sakit;Cedera;'2-1
Wirawan/Eka;Angga/David;Sehat;Cedera;Pemulihan;Sakit;'0-2
Wirawan/Arya;Eka/Wawo;Sakit;Pemulihan;Sehat;Cedera;'1-2
Wawo/Dennis;Eka/Wirawan;Cedera;Cedera;Sakit;Pemulihan;'2-1
Angga/Moel;Dennis/Arya;Sakit;Cedera;Pemulihan;Sehat;'0-2
Eka/Dennis;David/Arya;Cedera;Pemulihan;Pemulihan;Sakit;'2-0
Eka/David;Moel/Dennis;Cedera;Cedera;Sakit;Sehat;'2-0
Eka/Angga;David/Wirawan;Sakit;Sakit;Sehat;Cedera;'2-1
Eka/Wawo;Wirawan/Arya;Sehat;Sakit;Cedera;Sehat;'2-1
Dennis/Moel;Arya/David;Sehat;Cedera;Sakit;Cedera;'2-0
Wawo/Eka;Arya/David;Pemulihan;Pemulihan;Pemulihan;Sakit;'2-0
Wawo/Arya;Wirawan/David;Sakit;Sakit;Cedera;Sehat;'2-0
Arya/Angga;Moel/Dennis;Sakit;Sehat;Sehat;Sehat;'0-2
Arya/David;Wawo/Wirawan;Sakit;Pemulihan;Sakit;Cedera;'2-0
Wawo/David;Arya/Eka;Sakit;Cedera;Sehat;Pemulihan;'1-2
Angga/Wirawan;Moel/Dennis;Cedera;Sehat;Sakit;Sakit;'2-0
Eka/Angga;Wawo/Wirawan;Pemulihan;Pemulihan;Sehat;Sakit;'2-1
Wawo/Angga;David/Wirawan;Sakit;Sakit;Sehat;Cedera;'0-2
Eka/Angga;Dennis/Moel;Cedera;Cedera;Pemulihan;Pemulihan;'0-2
Eka/David;Wirawan/Angga;Pemulihan;Sakit;Sakit;Cedera;'1-2
Arya/Moel;Dennis/Eka;Sehat;Sehat;Cedera;Sehat;'1-2
Wirawan/Arya;Moel/Dennis;Pemulihan;Pemulihan;Cedera;Cedera;'1-2
Moel/Eka;Dennis/David;Sakit;Cedera;Cedera;Sakit;'0-2
Angga/Eka;Wirawan/Moel;Sakit;Sehat;Sehat;Pemulihan;'2-0
Wirawan/Arya;Angga/Eka;Sehat;Sehat;Sehat;Cedera;'1-2
Angga/Wawo;Arya/Dennis;Sehat;Sakit;Pemulihan;Sakit;'2-0
Wirawan/Angga;Moel/Dennis;Sehat;Pemulihan;Sakit;Sehat;'2-1
Arya/Eka;Moel/Dennis;Sakit;Pemulihan;Sehat;Sakit;'1-2
Wawo/Wirawan;Arya/David;Pemulihan;Pemulihan;Sehat;Sakit;'2-0
Moel/David;Angga/Dennis;Sakit;Sehat;Cedera;Cedera;'1-2
Wawo/David;Wirawan/Arya;Sehat;Cedera;Pemulihan;Pemulihan;'0-2
Wawo/Wirawan;Angga/Dennis;Pemulihan;Cedera;Sehat;Sehat;'0-2
Arya/Wawo;Wirawan/Eka;Cedera;Sakit;Sehat;Sakit;'1-2
David/Angga;Dennis/Arya;Pemulihan;Pemulihan;Sakit;Sehat;'1-2
Arya/Eka;Dennis/Wirawan;Cedera;Cedera;Sehat;Sakit;'1-2
Dennis/Eka;David/Wawo;Sakit;Sehat;Sehat;Cedera;'0-2
Arya/Dennis;Eka/Angga;Cedera;Sehat;Sehat;Sehat;'1-2
Wawo/Angga;Dennis/Moel;Cedera;Sehat;Sehat;Pemulihan;'0-2
Wirawan/Dennis;Angga/Eka;Sakit;Cedera;Sakit;Pemulihan;'1-2
Angga/David;Moel/Wawo;Sehat;Pemulihan;Cedera;Sakit;'0-2
Arya/David;Dennis/Wirawan;Pemulihan;Sehat;Pemulihan;Sakit;'2-0
Eka/David;Wawo/Wirawan;Pemulihan;Sehat;Sehat;Cedera;'0-2
Moel/Wirawan;David/Dennis;Cedera;Sehat;Sehat;Cedera;'2-1
Dennis/David;Wawo/Angga;Cedera;Sakit;Sakit;Cedera;'1-2
Moel/Wirawan;Wawo/Dennis;Sehat;Sehat;Sakit;Cedera;'2-1
Dennis/Angga;Wawo/Moel;Pemulihan;Sehat;Cedera;Pemulihan;'2-0
Angga/Arya;David/Eka;Pemulihan;Cedera;Sehat;Sehat;'0-2
Arya/Angga;Wirawan/Wawo;Sakit;Sehat;Sehat;Pemulihan;'0-2
David/Angga;Wawo/Dennis;Sakit;Sehat;Pemulihan;Pemulihan;'0-2
Angga/Wawo;Moel/Dennis;Pemulihan;Cedera;Pemulihan;Sakit;'2-0
Wirawan/David;Arya/Wawo;Sehat;Cedera;Sakit;Sehat;'2-0
Arya/Wirawan;Moel/Wawo;Cedera;Sehat;Sehat;Pemulihan;'2-0
Eka/Wawo;Angga/Moel;Pemulihan;Pemulihan;Cedera;Pemulihan;'2-1
Moel/Arya;Eka/Wawo;Sehat;Sehat;Pemulihan;Sehat;'2-1
Wawo/Eka;Moel/Arya;Sakit;Sehat;Sehat;Sakit;'0-2
Dennis/Wawo;Moel/Eka;Sehat;Sehat;Sehat;Sakit;'2-0
Dennis/Angga;Moel/Wirawan;Sakit;Sakit;Sehat;Sehat;'2-1
David/Dennis;Arya/Moel;Cedera;Cedera;Sehat;Sehat;'2-0
Moel/Dennis;Arya/David;Sakit;Cedera;Cedera;Sehat;'1-2
Arya/David;Angga/Dennis;Cedera;Pemulihan;Pemulihan;Sakit;'2-0
David/Angga;Eka/Moel;Pemulihan;Pemulihan;Sakit;Sehat;'1-2
Arya/Dennis;Eka/Moel;Sakit;Pemulihan;Sehat;Sehat;'2-1
Arya/Wirawan;Eka/Wawo;Sakit;Sakit;Sakit;Cedera;'1-2
Angga/Wirawan;Moel/David;Sakit;Sakit;Cedera;Sakit;'2-1
David/Eka;Angga/Arya;Cedera;Sakit;Sehat;Sehat;'1-2
Eka/Angga;Arya/Wawo;Sakit;Sakit;Pemulihan;Sehat;'2-0
Dennis/Wirawan;Moel/Wawo;Pemulihan;Sehat;Sehat;Sakit;'0-2
David/Moel;Eka/Dennis;Pemulihan;Pemulihan;Sakit;Sakit;'2-0
Wawo/Dennis;Arya/David;Pemulihan;Sehat;Pemulihan;Sakit;'0-2
Eka/Dennis;Moel/David;Sakit;Cedera;Pemulihan;Pemulihan;'1-2
Arya/Dennis;David/Wawo;Sehat;Sehat;Pemulihan;Sakit;'2-0
Eka/Dennis;Arya/Moel;Sehat;Cedera;Sehat;Sehat;'1-2
Dennis/Angga;Arya/David;Cedera;Sakit;Sakit;Sakit;'1-2
Arya/Angga;David/Wirawan;Sakit;Sehat;Pemulihan;Sakit;'1-2
David/Angga;Wawo/Dennis;Sehat;Sakit;Cedera;Sakit;'2-1
David/Dennis;Angga/Arya;Sehat;Sehat;Pemulihan;Cedera;'1-2
Eka/David;Angga/Arya;Pemulihan;Pemulihan;Cedera;Pemulihan;'2-1
Dennis/Angga;Arya/Wawo;Cedera;Sakit;Sehat;Sakit;'2-0
Eka/Wirawan;Dennis/Angga;Cedera;Sakit;Sakit;Cedera;'0-2
Dennis/Arya;Eka/Wirawan;Pemulihan;Sehat;Sakit;Pemulihan;'2-1
Arya/Wirawan;Angga/David;Sehat;Sehat;Sehat;Sehat;'2-1
Wawo/Arya;Moel/David;Cedera;Sakit;Pemulihan;Pemulihan;'2-1
Dennis/Moel;Wawo/Eka;Cedera;Sehat;Sakit;Cedera;'2-1
Eka/Wirawan;Angga/Moel;Pemulihan;Sehat;Sehat;Pemulihan;'0-2
Eka/Wawo;David/Dennis;Sakit;Pemulihan;Pemulihan;Pemulihan;'0-2
Arya/Moel;Wirawan/Angga;Sakit;Sehat;Sakit;Sehat;'1-2
Eka/Wawo;Arya/David;Sakit;Sehat;Sehat;Cedera;'2-1
Eka/Wirawan;Dennis/Wawo;Pemulihan;Pemulihan;Cedera;Cedera;'0-2
Moel/Dennis;Eka/David;Cedera;Sakit;Cedera;Sakit;'2-0
David/Angga;Dennis/Moel;Cedera;Sehat;Sehat;Sakit;'1-2
Arya/David;Dennis/Moel;Sakit;Sakit;Sehat;Pemulihan;'1-2
Eka/Angga;Dennis/David;Pemulihan;Sakit;Pemulihan;Sakit;'0-2
David/Dennis;Arya/Eka;Pemulihan;Sakit;Cedera;Pemulihan;'0-2
Angga/Wirawan;Dennis/Arya;Sakit;Sakit;Sehat;Cedera;'0-2
Eka/Wirawan;Arya/Angga;Cedera;Cedera;Sakit;Sehat;'2-1
Eka/Arya;Dennis/Moel;Pemulihan;Sakit;Sakit;Sakit;'2-0
Wirawan/Arya;Angga/Wawo;Cedera;Sehat;Sakit;Sakit;'2-0
Eka/Wirawan;Arya/David;Pemulihan;Cedera;Pemulihan;Pemulihan;'2-1
Eka/Wirawan;Wawo/Moel;Cedera;Cedera;Sehat;Cedera;'1-2
Wawo/Arya;Moel/Angga;Sehat;Sakit;Sehat;Pemulihan;'2-1
Moel/Angga;Dennis/Wirawan;Cedera;Cedera;Sakit;Sehat;'1-2
Wawo/Wirawan;Arya/David;Sehat;Sehat;Sakit;Pemulihan;'2-0
Wawo/Arya;Angga/Eka;Cedera;Sehat;Sakit;Sakit;'2-0
Angga/Wawo;Arya/Moel;Sehat;Sakit;Cedera;Sehat;'0-2
Eka/Angga;Arya/Moel;Pemulihan;Pemulihan;Sakit;Cedera;'0-2
David/Wirawan;Dennis/Moel;Sakit;Sakit;Sehat;Pemulihan;'2-1
Moel/Wirawan;Arya/Angga;Sehat;Sehat;Sakit;Sakit;'2-0
David/Dennis;Angga/Moel;Sehat;Sehat;Sakit;Cedera;'2-1
Wawo/Dennis;Eka/Angga;Cedera;Sakit;Sakit;Pemulihan;'0-2
Angga/Wirawan;Dennis/Arya;Sakit;Pemulihan;Sehat;Sehat;'2-0
David/Wirawan;Eka/Arya;Sakit;Cedera;Cedera;Sakit;'2-1
Dennis/Moel;David/Wirawan;Cedera;Sakit;Pemulihan;Pemulihan;'1-2
David/Moel;Angga/Dennis;Sakit;Pemulihan;Pemulihan;Sakit;'2-1
Wirawan/Wawo;Dennis/Eka;Cedera;Cedera;Pemulihan;Sehat;'0-2
Arya/Wawo;Wirawan/Moel;Pemulihan;Sakit;Cedera;Sakit;'0-2
Moel/Wawo;Wirawan/Arya;Sehat;Sakit;Sehat;Pemulihan;'0-2
Eka/Wawo;Dennis/Moel;Sehat;Sehat;Sehat;Pemulihan;'0-2
Moel/Angga;Dennis/Wawo;Sakit;Sakit;Sakit;Cedera;'2-0
Eka/David;Dennis/Wawo;Sakit;Sakit;Cedera;Pemulihan;'1-2
Wawo/Moel;Eka/Wirawan;Pemulihan;Sehat;Cedera;Pemulihan;'1-2
Moel/Dennis;David/Arya;Cedera;Pemulihan;Cedera;Pemulihan;'2-1
Arya/Wawo;Dennis/Wirawan;Sakit;Sehat;Pemulihan;Pemulihan;'0-2
Wawo/Wirawan;Moel/Arya;Pemulihan;Sehat;Sehat;Pemulihan;'1-2
Wawo/Eka;Wirawan/Angga;Cedera;Pemulihan;Sehat;Sakit;'0-2
David/Angga;Moel/Arya;Sakit;Sakit;Pemulihan;Sehat;'2-1
Angga/David;Dennis/Eka;Sakit;Sehat;Pemulihan;Cedera;'0-2
Moel/Eka;David/Angga;Cedera;Sakit;Sehat;Sehat;'1-2
Eka/Wawo;Angga/David;Pemulihan;Sakit;Sehat;Cedera;'2-1
Angga/Wirawan;Moel/Arya;Cedera;Cedera;Cedera;Sehat;'1-2
Wawo/Wirawan;Dennis/Eka;Sakit;Sehat;Sakit;Cedera;'1-2
Dennis/Arya;Angga/David;Sakit;Sehat;Cedera;Sehat;'2-0
Arya/Angga;Dennis/Wirawan;Pemulihan;Sakit;Sakit;Pemulihan;'0-2
Wirawan/Wawo;Arya/Eka;Cedera;Sehat;Pemulihan;Cedera;'0-2
David/Moel;Arya/Angga;Sehat;Sehat;Cedera;Cedera;'0-2
Eka/David;Dennis/Wawo;Pemulihan;Cedera;Sakit;Cedera;'2-1
Angga/Arya;Eka/Dennis;Sehat;Sakit;Cedera;Sehat;'0-2
David/Wirawan;Angga/Wawo;Pemulihan;Cedera;Cedera;Sakit;'0-2
Wawo/Eka;Angga/Moel;Sehat;Pemulihan;Sehat;Sehat;'1-2
Dennis/Wirawan;David/Eka;Cedera;Sehat;Sehat;Sehat;'0-2
Wirawan/Angga;David/Arya;Sakit;Pemulihan;Sehat;Pemulihan;'1-2
Moel/Arya;Angga/David;Cedera;Sehat;Cedera;Sakit;'1-2
Dennis/Moel;David/Wirawan;Pemulihan;Sehat;Pemulihan;Sehat;'2-0
